Rank,Team,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST,Year,Position,Season
47,Christian Kirk,JAC,57,85,787,13.8,57,13,3,1,6,0,2,12,93.3,7.8,34.9%,2023,WR,Full
48,Josh Downs,IND,68,98,771,11.3,59,10,2,0,0,0,0,17,89.1,5.2,62.9%,2023,WR,Full
49,Josh Reynolds,JAC,40,64,608,15.2,33,17,5,0,0,0,1,17,88.8,5.2,1.6%,2023,WR,Full
50,Jerry Jeudy,CLE,54,87,758,14.0,47,10,2,0,0,0,0,16,87.8,5.5,72.7%,2023,WR,Full
51,Jaxon Smith-Njigba,SEA,63,93,628,10.0,35,7,4,0,0,0,0,17,86.8,5.1,85.4%,2023,WR,Full
52,Marquise Brown,KC,51,101,574,11.3,41,8,4,2,23,0,0,14,83.7,6.0,40.3%,2023,WR,Full
53,Dontayvion Wicks,GB,39,58,581,14.9,35,11,4,1,1,0,1,15,80.8,5.4,23.2%,2023,WR,Full
54,DJ Chark Jr.,LAC,35,66,525,15.0,47,9,5,0,0,0,1,15,80.5,5.4,4.2%,2023,WR,Full
55,Tyler Boyd,TEN,67,98,667,10.0,64,6,2,2,11,0,0,17,78.8,4.6,4.6%,2023,WR,Full
56,Michael Wilson,ARI,38,58,565,14.9,69,7,3,0,0,0,0,13,76.5,5.9,16.9%,2023,WR,Full
57,Jahan Dotson,PHI,49,83,518,10.6,33,5,4,0,0,0,0,17,75.8,4.5,11.0%,2023,WR,Full
58,Khalil Shakir,BUF,39,45,611,15.7,81,10,2,1,10,0,0,17,74.1,4.4,74.4%,2023,WR,Full
59,Tutu Atwell,LAR,39,67,483,12.4,44,8,3,5,31,0,0,16,73.4,4.6,5.2%,2023,WR,Full
60,Christian Watson,GB,28,53,422,15.1,77,5,5,4,11,0,0,9,73.3,8.1,51.0%,2023,WR,Full
61,Wan'Dale Robinson,NYG,60,78,525,8.8,33,7,1,9,87,1,0,15,73.2,4.9,36.9%,2023,WR,Full
62,Elijah Moore,CLE,59,104,640,10.8,42,9,2,9,11,0,2,17,73.1,4.3,17.4%,2023,WR,Full
63,Odell Beckham Jr.,FA,35,64,565,16.1,51,10,3,0,0,0,1,14,72.5,5.2,2.6%,2023,WR,Full
64,K.J. Osborn,WAS,48,75,540,11.3,47,6,3,0,0,0,0,16,72.0,4.5,1.3%,2023,WR,Full
65,Joshua Palmer,LAC,38,61,581,15.3,79,9,2,1,6,0,1,11,68.7,6.2,18.9%,2023,WR,Full
66,Noah Brown,WAS,33,55,567,17.2,75,14,2,1,-1,0,0,10,68.6,6.9,5.8%,2023,WR,Full
67,Rondale Moore,ATL,40,62,352,8.8,48,4,1,28,178,1,0,17,65.0,3.8,2.8%,2023,WR,Full
68,Alec Pierce,IND,32,65,514,16.1,58,8,2,0,0,0,0,17,63.4,3.7,18.9%,2023,WR,Full
69,Kendrick Bourne,NE,37,55,406,11.0,36,5,4,1,4,0,1,8,63.0,7.9,4.0%,2023,WR,Full
70,Kalif Raymond,DET,35,44,489,14.0,41,9,1,7,75,0,0,17,62.4,3.7,2.6%,2023,WR,Full
71,Nelson Agholor,BAL,35,45,381,10.9,37,4,4,0,0,0,0,17,62.1,3.7,1.2%,2023,WR,Full
72,Justin Watson,KC,27,53,460,17.0,41,8,3,0,0,0,1,16,62.0,3.9,1.8%,2023,WR,Full
73,Demarcus Robinson,LAR,26,39,371,14.3,37,7,4,1,23,0,1,13,61.4,4.7,17.8%,2023,WR,Full
74,DeMario Douglas,NE,49,79,561,11.4,42,6,0,8,41,0,1,14,58.2,4.2,28.9%,2023,WR,Full
75,Nick Westbrook-Ikhine,TEN,28,45,370,13.2,33,8,3,0,0,0,0,14,57.0,4.1,23.7%,2023,WR,Full
76,Trey Palmer,TB,39,68,385,9.9,54,6,3,3,22,0,1,17,56.7,3.3,2.4%,2023,WR,Full
77,Jameson Williams,DET,24,42,354,14.8,63,5,2,3,29,1,0,12,56.3,4.7,80.0%,2023,WR,Full
78,Quentin Johnston,LAC,38,67,431,11.3,57,5,2,3,9,0,0,17,56.0,3.3,50.5%,2023,WR,Full
79,Brandon Johnson,PIT,19,30,284,14.9,50,6,4,0,0,0,0,13,54.4,4.2,1.0%,2023,WR,Full
80,Michael Gallup,FA,34,57,418,12.3,41,6,2,0,0,0,0,17,53.8,3.2,1.0%,2023,WR,Full
81,Tre Tucker,LV,19,34,331,17.4,50,6,2,10,77,0,0,16,52.8,3.3,12.3%,2023,WR,Full
82,Michael Thomas,FA,39,64,448,11.5,31,4,1,0,0,0,0,10,50.8,5.1,0.7%,2023,WR,Full
83,Robert Woods,HOU,40,75,426,10.7,26,2,1,1,7,0,0,14,49.3,3.5,0.6%,2023,WR,Full
84,Marvin Mims Jr.,DEN,22,33,377,17.1,60,6,1,9,30,0,2,16,48.7,3.0,22.9%,2023,WR,Full
85,A.T. Perry,DEN,12,18,246,20.5,44,5,4,0,0,0,0,10,48.6,4.9,3.9%,2023,WR,Full
86,Darnell Mooney,ATL,31,61,414,13.4,41,7,1,2,5,0,0,15,47.9,3.2,67.9%,2023,WR,Full
87,KaVontae Turpin,DAL,12,18,127,10.6,34,2,3,11,110,1,0,16,47.7,3.0,6.7%,2023,WR,Full
88,Cedrick Wilson Jr.,NO,22,38,296,13.5,31,5,3,0,0,0,0,15,47.6,3.2,0.7%,2023,WR,Full
89,Chris Moore,WAS,22,35,424,19.3,49,9,0,2,39,0,0,17,46.3,2.7,0.0%,2023,WR,Full
90,Rashod Bateman,BAL,32,56,367,11.5,29,2,1,1,18,0,0,16,44.5,2.8,35.3%,2023,WR,Full
91,Zay Jones,ARI,34,64,321,9.4,36,3,2,0,0,0,0,9,44.1,4.9,3.6%,2023,WR,Full
92,Jonathan Mingo,DAL,43,85,418,9.7,40,6,0,0,0,0,0,15,41.8,2.8,2.7%,2023,WR,Full
93,Greg Dortch,ARI,24,41,280,11.7,38,3,2,1,5,0,0,16,40.5,2.5,4.5%,2023,WR,Full
94,DeVante Parker,FA,33,55,394,11.9,30,6,0,0,0,0,0,13,39.4,3.0,0.0%,2023,WR,Full
95,Isaiah Hodgins,SF,21,33,230,11.0,24,1,3,0,0,0,1,17,39.0,2.3,0.0%,2023,WR,Full
96,Brandon Powell,MIN,29,44,324,11.2,28,6,1,5,17,0,1,17,38.1,2.2,0.8%,2023,WR,Full
97,Jake Bobo,SEA,19,25,196,10.3,31,3,2,1,3,1,0,17,37.9,2.2,1.2%,2023,WR,Full
98,Xavier Gipson,NYJ,21,38,229,10.9,36,4,0,8,68,1,2,17,37.7,2.2,0.6%,2023,WR,Full
99,Trenton Irwin,FA,25,32,316,12.6,32,7,1,0,0,0,0,16,37.6,2.4,0.1%,2023,WR,Full
100,Jalin Hyatt,NYG,23,40,373,16.2,58,7,0,0,0,0,0,17,37.3,2.2,5.3%,2023,WR,Full
101,Allen Lazard,NYJ,23,49,311,13.5,39,5,1,0,0,0,0,14,37.1,2.7,6.7%,2023,WR,Full
102,Jalen Tolbert,DAL,22,36,268,12.2,45,3,2,0,0,0,1,17,36.8,2.2,15.7%,2023,WR,Full
103,Calvin Austin III,PIT,17,30,180,10.6,72,1,1,11,57,1,0,17,35.7,2.1,10.7%,2023,WR,Full
104,Andrei Iosivas,CIN,15,25,116,7.7,16,0,4,0,0,0,0,16,35.6,2.2,11.4%,2023,WR,Full
105,Marquez Valdes-Scantling,NO,21,42,315,15.0,46,5,1,0,0,0,1,16,35.5,2.2,17.7%,2023,WR,Full
106,David Bell,CLE,14,23,167,11.9,41,3,3,0,0,0,0,15,34.7,2.3,0.0%,2023,WR,Full
107,Lil'Jordan Humphrey,DEN,13,19,162,12.5,54,1,3,0,0,0,0,17,34.2,2.0,1.1%,2023,WR,Full
108,Skyy Moore,KC,21,38,244,11.6,54,3,1,3,23,0,0,14,32.7,2.3,0.1%,2023,WR,Full
109,Jauan Jennings,SF,19,33,265,13.9,31,4,1,0,0,0,0,13,32.5,2.5,70.3%,2023,WR,Full
110,JuJu Smith-Schuster,KC,29,47,260,9.0,37,3,1,0,0,0,0,11,32.0,2.9,3.9%,2023,WR,Full
111,Mike Williams,PIT,19,26,249,13.1,49,4,1,1,3,0,0,3,31.2,10.4,18.1%,2023,WR,Full
112,Braxton Berrios,MIA,27,33,238,8.8,22,1,1,1,11,0,0,16,30.9,1.9,0.8%,2023,WR,Full
113,Bo Melton,GB,16,24,218,13.6,37,3,1,3,21,0,0,4,29.9,7.5,2.3%,2023,WR,Full
114,Alex Erickson,FA,16,29,232,14.5,27,4,1,0,0,0,0,8,29.2,3.7,0.0%,2023,WR,Full
115,Olamide Zaccheaus,WAS,10,20,164,16.4,34,4,2,0,0,0,0,17,28.4,1.7,8.1%,2023,WR,Full
116,Scotty Miller,FA,11,16,161,14.6,56,2,2,0,0,0,0,17,28.1,1.7,0.1%,2023,WR,Full
117,Allen Robinson II,DET,34,49,280,8.2,31,2,0,0,0,0,0,17,28.0,1.6,0.8%,2023,WR,Full
118,Jamal Agnew,FA,14,21,225,16.1,65,2,1,4,-2,0,1,11,26.3,2.4,0.0%,2023,WR,Full
119,Kadarius Toney,FA,27,38,169,6.3,18,0,1,11,31,0,0,13,26.0,2.0,0.7%,2023,WR,Full
120,Julio Jones,FA,11,19,74,6.7,22,1,3,0,0,0,0,11,25.4,2.3,0.8%,2023,WR,Full
121,Mack Hollins,BUF,18,30,251,13.9,45,3,0,0,0,0,0,13,25.1,1.9,2.5%,2023,WR,Full
122,Deonte Harty,BAL,15,21,150,10.0,43,2,1,4,0,0,1,16,25.0,1.6,0.1%,2023,WR,Full
123,Ronnie Bell,DET,6,13,68,11.3,20,1,3,0,0,0,0,16,24.8,1.6,0.0%,2023,WR,Full
124,Ihmir Smith-Marsette,NYG,8,10,51,6.4,18,0,0,8,74,1,0,17,24.5,1.4,0.1%,2023,WR,Full
125,Treylon Burks,TEN,16,30,221,13.8,70,4,0,5,18,0,0,11,23.9,2.2,2.2%,2023,WR,Full
126,Hunter Renfrow,FA,25,37,255,10.2,38,3,0,0,0,0,1,17,23.5,1.4,0.0%,2023,WR,Full
127,Parker Washington,JAC,16,21,132,8.3,19,0,2,0,0,0,1,9,23.2,2.6,5.7%,2023,WR,Full
128,Cedric Tillman,CLE,21,44,224,10.7,23,1,0,1,8,0,0,14,23.2,1.7,28.9%,2023,WR,Full
129,KhaDarel Hodge,ATL,14,23,232,16.6,52,3,0,1,0,0,0,17,23.2,1.4,0.1%,2023,WR,Full
130,Dyami Brown,WAS,12,23,168,14.0,35,2,1,1,0,0,0,17,23.0,1.4,11.7%,2023,WR,Full
131,Jalen Reagor,LAC,7,23,138,19.7,39,3,0,1,17,0,0,11,21.5,2.0,0.0%,2023,WR,Full
132,Van Jefferson,PIT,20,43,209,10.5,46,1,0,1,4,0,0,17,21.3,1.3,1.5%,2023,WR,Full
133,Derius Davis,LAC,15,17,66,4.4,18,0,0,14,101,0,1,17,20.7,1.2,0.8%,2023,WR,Full
134,Quez Watkins,ARI,15,21,142,9.5,19,0,1,0,0,0,0,9,20.2,2.2,0.0%,2023,WR,Full
135,Jamison Crowder,WAS,16,20,159,9.9,26,1,1,0,0,0,1,17,19.9,1.2,0.7%,2023,WR,Full
136,Tyler Scott,CHI,17,32,168,9.9,30,1,0,7,41,0,1,17,18.9,1.1,1.1%,2023,WR,Full
137,Robbie Chosen,FA,4,6,126,31.5,68,2,1,0,0,0,0,9,18.6,2.1,0.0%,2023,WR,Full
138,Malik Heath,GB,15,24,125,8.3,16,0,1,0,0,0,0,13,18.5,1.4,0.6%,2023,WR,Full
139,River Cracraft,MIA,9,12,121,13.4,24,2,1,0,0,0,0,10,18.1,1.8,0.1%,2023,WR,Full
140,Deven Thompkins,CAR,17,25,83,4.9,26,1,1,8,56,0,1,17,17.9,1.1,0.0%,2023,WR,Full
141,Ray-Ray McCloud III,ATL,12,15,135,11.3,41,2,0,3,30,0,0,12,16.5,1.4,16.2%,2023,WR,Full
142,John Metchie III,HOU,16,30,158,9.9,22,1,0,1,4,0,0,16,16.2,1.0,3.8%,2023,WR,Full
143,Kyle Philips,LV,15,22,181,12.1,29,4,0,0,0,0,1,9,16.1,1.8,0.0%,2023,WR,Full
144,Donovan Peoples-Jones,FA,13,25,155,11.9,29,2,0,0,0,0,0,15,15.5,1.0,0.0%,2023,WR,Full
145,David Moore,CAR,5,7,94,18.8,52,1,1,0,0,0,0,7,15.4,2.2,1.4%,2023,WR,Full
146,Jalen Guyton,FA,10,21,89,8.9,18,0,1,0,0,0,0,8,14.9,1.9,0.0%,2023,WR,Full
147,Trent Sherfield Sr.,MIN,11,22,86,7.8,12,0,1,0,0,0,0,17,14.6,0.9,0.1%,2023,WR,Full
148,Tyquan Thornton,KC,13,23,91,7.0,15,0,0,3,51,0,0,9,14.2,1.6,0.1%,2023,WR,Full
149,Byron Pringle,FA,14,22,161,11.5,26,1,0,0,0,0,1,16,14.1,0.9,0.0%,2023,WR,Full
150,Xavier Hutchinson,HOU,8,19,90,11.3,34,1,0,5,49,0,0,15,13.9,0.9,1.2%,2023,WR,Full
151,Terrace Marshall Jr.,LV,19,33,139,7.3,14,0,0,0,0,0,0,9,13.9,1.5,0.0%,2023,WR,Full
152,Charlie Jones,CIN,7,9,64,9.1,35,1,0,2,13,0,0,11,13.7,1.2,0.1%,2023,WR,Full
153,Chase Claypool,FA,8,21,77,9.6,20,1,1,0,0,0,0,11,13.7,1.2,1.4%,2023,WR,Full
154,Ben Skowronek,PIT,8,12,66,8.3,20,1,1,2,9,0,0,17,13.5,0.8,0.0%,2023,WR,Full
155,Randall Cobb,FA,5,17,39,7.8,15,0,1,0,0,0,0,11,11.9,1.1,1.3%,2023,WR,Full
156,D.J. Montgomery,IND,3,8,56,18.7,34,1,1,0,0,0,0,7,11.6,1.7,0.0%,2023,WR,Full
157,Jason Brownlee,KC,5,8,56,11.2,24,1,1,0,0,0,0,7,11.6,1.7,0.0%,2023,WR,Full
158,Laviska Shenault Jr.,FA,10,10,60,6.0,14,0,0,12,55,0,0,8,11.5,1.4,0.1%,2023,WR,Full
159,Lynn Bowden Jr.,FA,11,16,83,7.5,17,0,0,5,32,0,0,15,11.5,0.8,0.0%,2023,WR,Full
160,Mecole Hardman Jr.,KC,15,24,124,8.3,37,1,0,1,3,0,1,10,10.7,1.1,0.2%,2023,WR,Full
161,Parris Campbell,PHI,20,27,104,5.2,17,0,0,0,0,0,0,12,10.4,0.9,0.0%,2023,WR,Full
162,Sterling Shepard,TB,10,22,57,5.7,13,0,1,1,6,0,1,15,10.3,0.7,5.1%,2023,WR,Full
163,Marquise Goodwin,FA,4,13,67,16.8,57,1,0,4,33,0,0,12,10.0,0.8,0.0%,2023,WR,Full
164,Keith Kirkwood,BAL,5,9,37,7.4,13,0,1,0,0,0,0,13,9.7,0.7,0.0%,2023,WR,Full
165,Lawrence Cager,WAS,4,5,36,9.0,10,0,1,0,0,0,0,9,9.6,1.1,0.0%,2023,WR,Full
166,Richie James Jr.,FA,10,14,114,11.4,45,1,0,0,0,0,1,9,9.4,1.0,0.0%,2023,WR,Full
167,Tim Jones,JAC,11,18,83,7.5,15,0,0,0,0,0,0,17,8.3,0.5,0.0%,2023,WR,Full
168,Samori Toure,CHI,8,18,78,9.8,35,1,0,0,0,0,1,11,7.8,0.7,0.0%,2023,WR,Full
169,Tylan Wallace,BAL,1,2,11,11.0,11,0,0,0,0,0,0,9,7.1,0.8,0.6%,2023,WR,Full
170,Velus Jones Jr.,CAR,4,7,20,5.0,11,0,0,8,51,0,0,14,7.1,0.5,0.1%,2023,WR,Full
171,Simi Fehoko,LAC,1,2,9,9.0,9,0,1,0,0,0,0,5,6.9,1.4,1.0%,2023,WR,Full
172,Chris Conley,SF,3,6,69,23.0,48,1,0,0,0,0,0,8,6.9,0.9,0.1%,2023,WR,Full
173,Tyler Johnson,LAR,2,3,8,4.0,8,0,1,0,0,0,0,1,6.8,6.8,0.9%,2023,WR,Full
174,Jalen Brooks,DAL,6,6,64,10.7,24,1,0,0,0,0,0,7,6.4,0.9,0.8%,2023,WR,Full
175,Equanimeous St. Brown,FA,5,6,62,12.4,21,1,0,0,0,0,0,7,6.2,0.9,0.0%,2023,WR,Full
176,Rakim Jarrett,TB,4,9,60,15.0,41,1,0,1,0,0,0,10,6.0,0.6,3.9%,2023,WR,Full
177,DeAndre Carter,CHI,4,7,39,9.8,16,0,0,3,18,0,0,17,5.7,0.3,0.1%,2023,WR,Full
178,Isaiah McKenzie,FA,11,14,82,7.5,30,1,0,3,14,0,2,13,5.6,0.4,0.0%,2023,WR,Full
179,Justyn Ross,KC,6,11,53,8.8,20,1,0,0,0,0,0,10,5.3,0.5,0.0%,2023,WR,Full
180,Michael Strachan,WAS,1,3,45,45.0,45,1,0,0,0,0,0,4,4.5,1.1,0.0%,2023,WR,Full
181,Britain Covey,PHI,4,6,42,10.5,22,1,0,0,0,0,0,16,4.2,0.3,0.1%,2023,WR,Full
182,Elijah Cooks,PHI,3,4,38,12.7,23,1,0,0,0,0,0,9,3.8,0.4,0.0%,2023,WR,Full
183,Keelan Doss,FA,6,13,33,5.5,9,0,0,0,0,0,0,5,3.3,0.7,0.0%,2023,WR,Full
184,Devin Duvernay,JAC,4,9,18,4.5,10,0,0,4,15,0,0,13,3.3,0.3,0.2%,2023,WR,Full
185,Jalen Nailor,MIN,3,6,29,9.7,16,0,0,0,0,0,0,6,2.9,0.5,6.6%,2023,WR,Full
186,Trishton Jackson,ARI,2,4,9,4.5,7,0,0,0,0,0,0,6,2.9,0.5,0.0%,2023,WR,Full
187,Steven Sims Jr.,BAL,3,3,25,8.3,23,1,0,1,1,0,0,3,2.6,0.9,0.0%,2023,WR,Full
188,Erik Ezukanma,MIA,0,1,0,0,0,0,0,5,22,0,0,2,2.2,1.1,0.0%,2023,WR,Full
189,Gunner Olszewski,NYG,1,1,0,0.0,0,0,0,0,0,0,2,12,2.0,0.2,0.0%,2023,WR,Full
190,Zach Pascal,ARI,4,15,19,4.8,9,0,0,0,0,0,0,14,1.9,0.1,0.0%,2023,WR,Full
191,Kayshon Boutte,NE,2,7,19,9.5,11,0,0,0,0,0,0,5,1.9,0.4,12.8%,2023,WR,Full
192,Miles Boykin,FA,3,4,17,5.7,6,0,0,0,0,0,0,16,1.7,0.1,0.0%,2023,WR,Full
193,Laquon Treadwell,IND,1,3,16,16.0,16,0,0,0,0,0,0,4,1.6,0.4,0.0%,2023,WR,Full
194,Marvin Jones Jr.,FA,5,10,35,7.0,16,0,0,0,0,0,1,6,1.5,0.3,0.0%,2023,WR,Full
195,Willie Snead IV,FA,2,3,14,7.0,9,0,0,0,0,0,0,4,1.4,0.4,0.0%,2023,WR,Full
196,Malik Taylor,NYJ,2,4,13,6.5,7,0,0,0,0,0,0,3,1.3,0.4,0.0%,2023,WR,Full
197,Collin Johnson,CHI,1,1,11,11.0,11,0,0,0,0,0,0,3,1.1,0.4,0.0%,2023,WR,Full
198,Cody Thompson,TB,1,1,10,10.0,10,0,0,0,0,0,0,6,1.0,0.2,0.0%,2023,WR,Full
199,Austin Trammell,JAC,4,7,29,7.3,14,0,0,0,0,0,1,15,0.9,0.1,0.0%,2023,WR,Full
200,Mason Kinsey,TEN,1,1,6,6.0,6,0,0,0,0,0,0,6,0.6,0.1,0.0%,2023,WR,Full
201,Dee Eskridge,MIA,0,1,0,0,0,0,0,2,5,0,0,4,0.5,0.1,0.0%,2023,WR,Full
202,Colton Dowell,TEN,1,2,3,3.0,3,0,0,0,0,0,0,9,0.3,0.0,0.0%,2023,WR,Full
203,Antoine Green,DET,1,2,2,2.0,2,0,0,0,0,0,0,9,0.2,0.0,0.0%,2023,WR,Full
204,Kwamie Lassiter II,FA,1,1,2,2.0,2,0,0,0,0,0,0,1,0.2,0.2,0.0%,2023,WR,Full
205,Dax Milne,CAR,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
206,Jaelon Darden,SEA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
207,Malik Cunningham,BAL,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,1.1%,2023,WR,Full
208,Kearis Jackson,HOU,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,WR,Full
209,Chris Blair,ATL,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
210,Dan Chisena,CAR,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
211,Andre Baccellia,ARI,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,2023,WR,Full
212,Amari Rodgers,FA,0,2,0,0,0,0,0,0,0,0,0,3,0.0,0.0,1.0%,2023,WR,Full
213,Easop Winston Jr.,NYJ,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
214,Marquez Callaway,TB,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,WR,Full
215,Kirk Merritt,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
216,Kristian Wilkerson,LV,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,1.3%,2023,WR,Full
217,Cephus Johnson III,FA,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,WR,Full
218,Chase Cota,FA,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
219,Ryan Miller,TB,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0%,2023,WR,Full
220,Dylan Drummond,ATL,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,WR,Full
